,,,,
ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR 2010,,,,
Valores de las variables,,,,
,,,,
Código,Descripción del código,Valor,Etiqueta,
,,8151,"Operadores de instalaciones quebrantadoras, trituradoras y mezcladoras de de sustancias químicas",
,,8151,"Obrero en la fabricación de productos, químicos",
,,8151,"Operador, máquina batidora de hélice / tratamientos químicos y similares",
,,8151,"Operador, máquina composición / tratamientos químicos y similares",
,,8151,"Operador, máquina mezcladora tratamientos químicos y similares",
,,8151,"Operador, máquina moledora, trituradora / tratamientos químicos y similares",
,,8151,"Operador, máquina quebrantadora tratamientos químicos y similares",
,,8152,Operadores de instalaciones de tratamiento químico térmico,
,,8152,Hornero de cal,
,,8152,Hornero de cemento,
,,8152,"Operador, calcinadora, tratamientos químicos y similares",
,,8152,"Operador, caldera, calcinación / tratamientos químicos y similares",
,,8152,"Operador, caldera, tratamientos químicos y similares",
,,8152,"Operador, horno de autoclave / tratamientos químicos y similares",
,,8152,"Operador, horno de calcinación / tratamientos químicos y similares",
,,8152,"Operador, horno de cocimiento / tratamientos químicos y similares",
,,8152,"Operador, horno de retorta / tratamientos químicos y similares",
,,8152,"Operador, horno de tratamientos químicos y similares",
,,8152,"Operador, instalaciones de producción de cemento",
,,8152,"Operador, instalaciones de tratamiento térmico procesos químicos",
,,8152,"Operador, secadora tratamientos químicos y similares",
,,8152,Pulverizador-deshidratador / tratamientos químicos y similares,
,,8152,Quemador de cal,
,,8152,"Secador, tratamientos químicos y similares",
,,8152,"Tostador, tratamientos químicos y similares",
,,8153,Operadores de quipos de filtración y separación de sustancias químicas,
,,8153,"Operador, aparatos filtración / tratamientos químicos y similares",
,,8153,"Operador, filtro / tambor giratorio",
,,8153,"Operador, filtro, prensa / substancias químicas y materias similares",
,,8153,"Operador, instalaciones de deshidratación / petróleo crudo",
,,8153,"Operador, instalaciones de tratamiento de petróleo crudo",
,,8153,"Operador, instalaciones de tratamiento, tratamiento del petróleo crudo/campos de",
,,8153,"Operador, máquina separadora / tratamientos químicos y similares",
,,8153,"Operador, máquina separadora / centrifugadora / tratamiento químico",
,,8154,Operadores de quipos de destilación y de reacción química (excepto petróleo y gas natural),
,,8154,Destilador productos químicos / excepto petróleo,
,,8154,"Operador de prensa, fabricación / papel, cartón",
,,8154,"Operador, alambique procesos químicos, excepto petróleo y gas natural",
,,8154,"Operador, alambique trementina",
,,8154,"Operador, aparatos conversión / procesos químicos, excepto petróleo",
,,8154,"Operador, aparatos reacción - conversión / procesos químicos, excepto operador,",
,,8154,"Operador, autoclave procesos químicos, excepto petróleo",
,,8154,"Operador, evaporador en el vacio / productos químicos (excepto etroleo)",
,,8154,"Operador, máquina evaporadora / procesos químicos (excepto petróleo y gas)",
,,8154,"Operador, reactor procesos químicos / excepto petróleo y gas natural",
,,8155,Operadores de instalaciones de refinación de petróleo y gas natural,
,,8155,"Operador, cuadro de control / refinación (petróleo y gas natural)",
,,8155,"Operador, destilería refinación / petróleo y gas natural",
,,8155,"Operador, estación bombeo / refinación petróleo y gas natural",
,,8155,"Operador, instalaciones de desulfuramiento / petróleo y gas natural",
,,8155,"Operador, instalaciones de separación de parafina / ref.de petróleo y gas natural",
,,8155,"Operador, máquina bombeo / petróleo y gas natural",
,,8155,"Operador, tanques mezcladores / refinación de petróleo y gas natural (etilo)",
,,8159,"Operadores de instalaciones de tratamientos químicos, no clasificados bajo otros epígrafes",
,,8159,"Operador, batería, gas de hulla",
,,8159,"Operador, horno de coque",
,,8159,"Operador, horno de retorta",
,,8159,"Operador, instalaciones de abonos artificiales",
,,8159,"Operador, instalaciones de blanqueamiento químico",
,,8159,"Operador, instalaciones de producción de carbón vegetal",
,,8159,"Operador, instalaciones de producción de coque",
,,8159,"Operador, instalaciones de producción de fibras sintéticas",
,,8159,"Operador, instalaciones de tratamiento del látex del caucho",
,,8159,"Operador, instalaciones de tratamiento desechos radiactivos",
,,8159,"Operador, instalaciones de tratamiento químico células eléctricas",
,,8159,"Operador, instalaciones de tratamiento químico materias radioactivas",
,,8159,"Operador, instalaciones de tratamiento tratamientos químicos / cubas de electrol",
,,8159,"Operador, máquina liquefaccion / gases",
,,8159,"Operador, máquina producción gas de hulla",
,,8159,"Operador, operador, coquería",
,,8159,"Operador, retorta producción de gas de hulla",
,,8161,Operadores de instalaciones de producción de energía,
,,8161,"Operador,  instalaciones de central eólica / producción energía eléctrica",
,,8161,"Operador,  instalaciones de central geotérmica / producción energía eléctrica",
,,8161,"Operador,  instalaciones de central hidroeléctrica / producción energía eléctrica",
,,8161,"Operador,  instalaciones de central maremotriz / producción energía eléctrica",
,,8161,"Operador,  instalaciones de central nuclear / producción energía eléctrica",
,,8161,"Operador,  instalaciones de central producción de energía eléctrica",
,,8161,"Operador,  instalaciones de central solar / producción energía eléctrica",
,,8161,"Operador,  instalaciones de central térmica / gas natural",
,,8161,"Operador,  instalaciones de central térmica / producción energía eléctrica",
,,8161,"Operador,  instalaciones de central termoeléctrica",
,,8161,"Operador, caldera",
,,8161,"Operador, corriente eléctrica",
,,8161,"Operador, cuadro de control / generadores",
,,8161,"Operador, cuadro de distribución / central eléctrica",
,,8161,"Operador, instalaciones de termo-eléctricas",
,,8161,"Operador, reactor nuclear producción de energía eléctrica",
,,8161,"Operador, turbinas",
,,8161,"Operador, turbinas producción de energía eléctrica",
,,8161,"Repartidor, cargas energía eléctrica",
,,8162,Operadores de máquinas de vapor y calderas,
,,8162,Fogonero de barco,
,,8162,Fogonero de buques,
,,8162,Fogonero de caldera,
,,8162,Fogonero de caldera a vapor,
,,8162,Fogonero de fabrica,
,,8162,Fogonero de locomotora,
,,8162,Fogonero de máquina de vapor,
,,8162,Fogonero de máquina de vapor / locomotora,
,,8162,Fogonero de máquina fija,
,,8162,"Operador, caldera, buque",
,,8163,"Operadores de incineradores, instalaciones de tratamiento de aguas y afines",
,,8163,Hielero (fabricante),
,,8163,"Operador, canal de desenlodamiento",
,,8163,"Operador, compresor de aire",
,,8163,"Operador, compresor de gas",
,,8163,"Operador, congelador",
,,8163,"Operador, estación bombeo",
,,8163,"Operador, estación bombeo / excepto petróleo y gas natural",
,,8163,"Operador, estanque, captación",
,,8163,"Operador, incinerador eliminación de residuos",
,,8163,"Operador, instalaciones de abastecimiento de agua",
,,8163,"Operador, instalaciones de calefacción",
,,8163,"Operador, instalaciones de depuración de agua",
,,8163,"Operador, instalaciones de estación de bombeo / agua",
,,8163,"Operador, instalaciones de filtración de agua",
,,8163,"Operador, instalaciones de incineración / residuos",
,,8163,"Operador, instalaciones de refrigeración",
,,8163,"Operador, instalaciones de tratamiento aguas servidas",
,,8163,"Operador, instalaciones de ventilación",
,,8163,"Operador, máquina producción hielo",
,,8163,"Operador, válvulas de desagüe / embalses",
,,8171,Operadores de cadenas de montaje automatizadas,
,,8171,"Operador, cadena, montaje / automatizada",
,,8172,Operadores de robots industriales,
,,8172,"Operador, robot industrial",
,,8211,Operadores de máquinas herramientas,
,,8211,"Acuñador, monedas",
,,8211,Afilador de muela de afilar / herramientas,
,,8211,Grabador de metal / aguafuerte,
,,8211,Mallero (camas),
,,8211,Mandrilador,
,,8211,Mandrilador metales,
,,8211,"Obrero en la fabricación de artículos, aluminio",
,,8211,"Obrero en la fabricación de artículos, peltre",
,,8211,"Operador de prensa, mecánica metales",
,,8211,"Operador, cepilladora",
,,8211,"Operador, cepilladora / metales",
,,8211,"Operador, cizalla mecánica",
,,8211,"Operador, escopleadora",
,,8211,"Operador, máquina acuñación / moneda",
,,8211,"Operador, máquina curvado / metales",
,,8211,"Operador, máquina de grabado metales",
,,8211,"Operador, máquina embutido / metales",
,,8211,"Operador, máquina esmeriladora / metales",
,,8211,"Operador, máquina estampado / metales",
,,8211,"Operador, máquina fabricación agujas",
,,8211,"Operador, máquina fabricación cables",
,,8211,"Operador, máquina fabricación conmutadores",
,,8211,"Operador, máquina fabricación de equipos para deportes de metal",
,,8211,"Operador, máquina fabricación de joyas",
,,8211,"Operador, máquina fabricación de juguetes de metal",
,,8211,"Operador, máquina fabricación de machos (fundición)",
,,8211,"Operador, máquina fabricación de machos (soplado)",
,,8211,"Operador, máquina fabricación de mandrines (tubos)",
,,8211,"Operador, máquina fabricación relojes",
,,8211,"Operador, máquina fabricación remaches",
,,8211,"Operador, máquina fabricación tornillos",
,,8211,"Operador, máquina fabricación tubos",
,,8211,"Operador, máquina fabricación tuercas",
,,8211,"Operador, máquina forja / metales",
,,8211,"Operador, máquina fresadora",
,,8211,"Operador, máquina herramientas",
,,8211,"Operador, máquina lapidadora / metales",
,,8211,"Operador, máquina mandriladora / metal",
,,8211,"Operador, máquina montaje de calderas",
,,8211,"Operador, máquina oxicortadora de metal",
,,8211,"Operador, máquina pulidora metales",
,,8211,"Operador, máquina ranuradora",
,,8211,"Operador, máquina rectificadora / máquinas herramientas",
,,8211,"Operador, máquina rectificadora / metales",
,,8211,"Operador, máquina remachadora",
,,8211,"Operador, máquina remachadora / metales",
,,8211,"Operador, máquina taladradora / metales",
,,8211,"Operador, máquina tallar engranajes",
,,8211,"Operador, máquina transferencias automática / fabricación de componentes",
,,8211,"Operador, sierra mecánica / metales",
,,8211,"Operario en la fabricación de, corcholatas",
,,8211,"Perforador, metal",
,,8211,"Rectificador, aparatos de precisión",
,,8211,"Tornero, metalurgia",
,,8211,"Tornero, torno de cabezal revolver / metalurgia",
,,8211,"Tornero, torno de embutir / metalurgia",
,,8211,"Tornero, torno de torre / metalurgia",
,,8212,Operadores de máquinas para fabricar cemento y otros productos minerales,
,,8212,Grabador a máquina / inscripciones en piedra,
,,8212,Labrante pulimentador a máquina / piedra,
,,8212,"Operador, instalaciones de mezcladora de hormigón",
,,8212,"Operador, máquina corte mosaicos",
,,8212,"Operador, máquina corte productos de piedra",
,,8212,"Operador, máquina de grabado productos de piedra",
,,8212,"Operador, máquina de productos de amianto / cemento",
,,8212,"Operador, máquina de productos minerales",
,,8212,"Operador, máquina de productos prefabricados de hormigón",
,,8212,"Operador, máquina enfoscadora",
,,8212,"Operador, máquina escultura mecánica / piedra",
,,8212,"Operador, máquina fabricación aglomerados de piedra artificial",
,,8212,"Operador, máquina fabricación de papel y tela de esmeril",
,,8212,"Operador, máquina fabricación de piedra artificial",
,,8212,"Operador, máquina pulidora diamantes industriales",
,,8212,"Operador, máquina pulidora piedra",
,,8212,"Tornero, productos de piedra",
,,8221,Operadores de máquinas para fabricar productos farmacéuticos y cosméticos,
,,8221,Obrero en la fabricación de cosméticos,
,,8221,"Operador, alambique perfumería",
,,8221,"Operador, instalaciones de destilación / perfumes",
,,8221,"Operador, instalaciones de fabricación granulados / productos farmacéuticos y",
,,8221,"Operador, instalaciones de moldeo y compactación / productos operador, instalación ",
,,8221,"Operador, máquina fabricación cosméticos",
,,8221,"Operador, máquina fabricación detergentes",
,,8221,"Operador, máquina fabricación productos farmacéuticos",
,,8221,"Troquelero, jabón",
,,8222,Operadores de máquinas para fabricar municiones y explosivos,
,,8222,"Cohetero, fabricante",
,,8222,Empalillador de fósforos,
,,8222,"Operador, máquina fabricación cerillas",
,,8222,"Operador, máquina fabricación de explosivos",
,,8222,"Operador, máquina fabricación de municiones",
,,8222,"Operador, máquina fabricación productos de pirotecnia",
,,8222,"Pabilero, fósforos",
,,8223,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales",
,,8223,Anodizador,
,,8223,Cromador,
,,8223,Decapador metales,
,,8223,Decapador metales / chorro de arena,
,,8223,Desbastador piezas de moldeo,
,,8223,Desengrasador metales,
,,8223,Galvanizador,
,,8223,Galvanizador oxidación anódica,
,,8223,Limpiador de metales / chorro de arena,
,,8223,Limpiador de metales / chorro de granalla,
,,8223,Metalizador a pistola,
,,8223,Metalizador baño caliente,
,,8223,Niquelador,
,,8223,"Operador, máquina bruñidora / metalurgia",
,,8223,"Operador, máquina enchapado / metales",
,,8223,"Operador, máquina galvanizadora / baño caliente",
,,8223,"Operador, máquina galvanizadora / metales",
,,8223,"Operador, máquina galvanoplastia",
,,8223,"Operador, máquina limpiadora / metales",
,,8223,"Operador, máquina pintura / metales",
,,8223,"Operador, máquina pulidora metalurgia",
,,8223,"Operador, máquina pulidora piezas de metal colado",
,,8223,"Operador, máquina recubridora / alambre",
,,8223,"Operador, máquina recubridora / metales",
,,8223,Pavonador metales,
,,8223,Plateador,
,,8223,Pulverizador metal / pistola,
,,8223,Rebarbador,
,,8223,"Revestidor, baño caliente",
,,8223,"Soplador, arena limpieza de metales",
,,8223,"Trazador, mecánico",
,,8223,Zincador,
,,8224,Operadores de máquinas para fabricar accesorios fotográficos,
,,8224,"Operador, máquina ampliación / fotografías",
,,8224,"Operador, máquina de productos para fotografía",
,,8224,"Operador, máquina fabricación de papel fotográfico",
,,8224,"Operador, máquina fabricación de película de cine",
,,8224,"Operador, máquina fabricación de películas fotográficas",
,,8224,"Operador, máquina fabricación de placas fotográficas",
,,8224,"Operador, máquina revelado fotografías",
,,8224,"Operador, máquina revelado películas cinematográficas",
,,8224,"Operador, máquina revelado películas de cine",
,,8224,"Operador, máquina revelado películas fotográficas",
,,8224,"Operador, máquina tiraje / fotografías (blanco y negro)",
,,8224,"Operador, máquina tiraje / fotografías (color)",
,,8229,"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes",
,,8229,Filtrador de soluciones en farmacia,
,,8229,Jabonero,
,,8229,Marquiador (fósforos),
,,8229,"Mixtador, fósforos",
,,8229,"Operador, máquina fabricación bujías",
,,8229,"Operador, máquina fabricación de juguetes de madera",
,,8229,"Operador, máquina fabricación de lápices (mina de plomo)",
,,8229,"Operador, máquina fabricación de linóleo",
,,8229,"Operador, máquina lavado / materias químicas y similares",
,,8229,"Operador, máquina producción gas de cloro",
,,8229,"Operador, máquina producción gas halógeno",
,,8229,"Operador, máquina producción hidrogeno gaseoso",
,,8229,"Operador, máquina producción plomo",
,,8231,Operadores de máquinas para fabricar productos de caucho,
,,8231,"Amasador, caucho",
,,8231,Confeccionador de neumáticos,
,,8231,Ensamblador de productos de caucho,
,,8231,"Obrero en la fabricación de productos, caucho",
,,8231,"Operador de prensa, estampadora / caucho",
,,8231,"Operador, calandria, prendas de vestir",
,,8231,"Operador, máquina amasadora, mezcladora / caucho",
,,8231,"Operador, máquina de productos de caucho",
,,8231,"Operador, máquina extrusora / caucho",
,,8231,"Operador, máquina fabricación de neumáticos",
,,8231,"Operador, máquina fabricación sellos de caucho",
,,8231,"Operador, máquina lustradora / caucho",
,,8231,"Operador, máquina mezcladora caucho",
,,8231,"Operador, máquina moldedora caucho",
,,8231,"Operador, máquina moldedora neumáticos",
,,8231,"Operador, máquina recauchadora / neumáticos",
,,8231,"Operador, máquina tratamiento (del) caucho",
,,8231,"Operador, máquina vulcanización / artículos de caucho",
,,8231,"Operador, máquina vulcanización / neumáticos",
,,8231,Raspador de llantas de caucho,
,,8231,Reencauchador de llantas,
,,8231,"Vulcanizador, llantas",
,,8231,"Vulcanizador, neumáticos",
,,8232,Operadores de máquinas para fabricar productos de material plástico,
,,8232,Obrero en la fabricación de botones,
,,8232,"Operador, máquina acabadora / material plástico",
,,8232,"Operador, máquina amoladora / material plástico",
,,8232,"Operador, máquina cortadora productos de material plástico",
,,8232,"Operador, máquina de grabado al acido / material plástico",
,,8232,"Operador, máquina estiradora material plástico",
